Title,Video Link,Summary,Doc,Status,Catergory,Spanish,Date,Autor,Category,Description
Порядок и хаос  Что такое дисциплина,https://www.youtube.com/watch?v=6AzPYYXE5tM,Основной вопрос текста - Что такое дисциплина и как найти баланс между хаосом и порядком в жизни?,https://docs.google.com/document/d/1gzBnDAyJCmAlEcnhhLRFWVxjOqOeye1CH3dpJ-t_uwQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Fw-Wqm39aCITK-_BfjHKhdoI3x68F2jlUZo5DU_TvGo/edit?usp=drivesdk,4/22/2020,,,
Первоэлементы растений,https://www.youtube.com/watch?v=CBSHalpPYgA,Как растения соединены с пятью первоэлементами и как это влияет на человека?,https://docs.google.com/document/d/1R407E9S-mM7v-CIT79AOf7h26Y05pYtRe9GGKyehhjc/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/15tNx0uxfFxnqiIXCpOh6TbWPELm0hvwxX2_EW--6aoU/edit?usp=drivesdk,4/21/2020,Шкарубо Лена,,
Обрезание пуповины при родах,https://www.youtube.com/watch?v=ircKNEPJ9tk,"Как важно не срезать пуповину у новорожденного ребенка моментально, а оставить ее и обработать позже, и как это влияет на гармоничность процесса?",https://docs.google.com/document/d/1QHSnM1SoDAp2YxoL71VfI_5Ive30Zg-Dc6SBPVlbopc/edit?usp=drivesdk,Done,Здоровье и Питание,https://docs.google.com/document/d/1H_JVMr7QVmQvvbP8XFawUE5cclnSKzuzUAWcBCwUO-I/edit?usp=drivesdk,4/21/2020,Алина,,
Время определения и пробуждения,https://www.youtube.com/watch?v=fiaBXcB3Gcw,"Основной вопрос текста: Есть ли в судьбе выбор, или все уже предопределено?",https://docs.google.com/document/d/1JDh7G_BmDYzv4ssIlOQMdUnUkJzLAiz4zdEzVJzVcpA/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12JTDQJtZGMGI_rFtDoiEy1CdFXhBevPsA8gYHJpJUUo/edit?usp=drivesdk,4/20/2020,,,
Что такое эго,https://www.youtube.com/watch?v=VBmMKFmT5kE,Каково понимание эго и как мы можем достичь единства с коллективным сознанием?,https://docs.google.com/document/d/1BFH_mjpaOlw1Li-SAi2hoDorqHK30VDo66tNrj-g7Ew/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1fzXIkh5qVhb6sqPQ1NULmto1h7ls9y0plEvotN5avLw/edit?usp=drivesdk,4/19/2020,,,
Восприятие умом и харой. Почему блокируется хара,https://www.youtube.com/watch?v=uj3tNFJcLxU,Какая разница между восприятием через ум и через Хару и как это влияет на наше существование и взаимодействие с окружающим миром?,https://docs.google.com/document/d/1P3_awqyAsiDNsNYrm-uigx4cshwOluhuy08Z39H8nzA/edit?usp=drivesdk,Done,"Внутренние развитие, Целительство и Энергетические практики",https://docs.google.com/document/d/1wl1Q3mjAhxJLrt28zs9HFyvaHapyIXgabqCO8XrFCMY/edit?usp=drivesdk,4/17/2020,Шкарубо Лена,,
Баланс между Мужским и Женским. Первоэлементы,https://www.youtube.com/watch?v=P03uIsFUYbI,Как достичь баланса между мужским и женским началом внутри себя и какие последствия с дисбалансом могут возникнуть в итоге?,https://docs.google.com/document/d/1OtnllhThLcWoI8fTh9f2YSMjAVYa1TtGNKkSSCmIoK0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1bMQHkuraTD2VkbycjkxTInkPnvIIS7hnML22w04Qv4U/edit?usp=drivesdk,4/17/2020,,,
Вакцинация от коронавируса,https://www.youtube.com/watch?v=O90DL__WKlU,Какие предложения связаны с рассмотренной темой вакцинации от коронавируса и как можно остаться гибким и выжить в условиях изменяющегося мира?,https://docs.google.com/document/d/11gyC0CqAiBobesmv2derwjTCNehO-ux1MD_f1NCGzWI/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1EmSdR2m19g443oXLxHwK53BflfpFfuRRbGYNLFNzD_I/edit?usp=drivesdk,4/15/2020,,,
Как отвечать на агрессию,https://www.youtube.com/watch?v=c6vZzjmNxgw,"Как можно реагировать на агрессию и конфликты, сохраняя спокойствие и сакральное центральное сознание?",https://docs.google.com/document/d/1kY1ZuFKkpp3PIszFd7hEH5J3R10cTTXGKrcrYYIi01A/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1KAp6gOk7JUg9agoQPTwx21RB-EeQ4NOkrEjydzt4rF0/edit?usp=drivesdk,4/10/2020,,,
Негативные последствия употребления Аяваски,https://www.youtube.com/watch?v=rEiFwtr-9ws,Какие негативные последствия могут возникнуть от употребления Аяваски и как правильно оценить свое физическое состояние перед сеансом?,https://docs.google.com/document/d/1sWZHysJ9-1BQISgqlCw4hDrDDynhSEoCGEEun8mnTKM/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/15EvYnN9b4ml0SIH5M4nMG7ZbUzg_HerxDoC26OPCEwY/edit?usp=drivesdk,4/10/2020,,,
Как полюбить себя и других в тяжелых условиях,https://www.youtube.com/watch?v=v9-99QkVkRQ,Как научиться любить и принимать себя и других в тяжелых условиях?,https://docs.google.com/document/d/1dbuzPqUCYrp59JORTTIFjBwmo_trxQeLsX2_72UjccM/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1kWZgsyCITTInmLQx9N92mJCRyAsp6sBOaUHvkK_tq9Y/edit?usp=drivesdk,4/9/2020,,,
Инструменты исцеления,https://www.youtube.com/watch?v=JpP28avX_1g,Какие инструменты исцеления доступны каждому из нас и как они могут быть использованы для усиления целительских способностей?,https://docs.google.com/document/d/1VXHcVAV5bZADgViuJdDf-syIbmG7YUFOwFcpjERZ4Bc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1ZHzXvfKHNvQFoO9f4TlfwcFUE0kFjGO4RPuJ5w863zc/edit?usp=drivesdk,4/9/2020,,,
Восьмая чакра. Получение информации. Энергетическая разрядка,https://www.youtube.com/watch?v=mrCWdrAJcNM,Основной вопрос текста: как можно получить информацию через восьмую чакру и каким образом происходит энергетическая разрядка?,https://docs.google.com/document/d/1hyyAk5xAa_stkIQvo9HbMidSztuF9jGNK0sSlTKdc7w/edit?usp=drivesdk,Done,Энергетическая защита и очищение,https://docs.google.com/document/d/1IUbmVk0qbz1-lvMZr3ZMNfAUV4jK-HPvNuOfejLQX78/edit?usp=drivesdk,4/7/2020,Алина,,
Объединение людей в сообщества,https://www.youtube.com/watch?v=le9s9RlGEJY,"Как создать сообщество, где люди могут жить по собственным законам и раскрывать свои уникальные качества?",https://docs.google.com/document/d/1qAcoa0QLe2LYQtE2pnr2m1xjCJBdQ7KBbzLIiiemnz8/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12JZNWQFMnAKIChbOqydzhnFRVVQpd74CLr3D3OtsL-Y/edit?usp=drivesdk,4/5/2020,,,
Закон пустоты,https://www.youtube.com/watch?v=WED5FzcmYGo,Как закон пустоты помогает не вовлекаться эмоционально в конфликты и какие принципы следует придерживаться в подобных ситуациях?,https://docs.google.com/document/d/1WGWoIZEIzzzzKPLS2LdrKdQKUcA3zmgV7xpzGF_z4To/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1DEsx7VVNQtc-sbG_33XlkFe-52Onny_xN2_IlfVRZ_8/edit?usp=drivesdk,4/5/2020,Шкарубо Лена,,
Энергетическая структура человека,https://www.youtube.com/watch?v=lHSXEhN4AyM,Как энергетическая структура человека влияет на наше самочувствие и развитие?,https://docs.google.com/document/d/1BfV-LcrGDo_LW-tgA_5iZjB9SfATD5WPMgSuBtRUu_o/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1RmODT0iuP96fHVxzC1E_X_Y1phuGdZQgGMTZ8x5C8zY/edit?usp=drivesdk,4/3/2020,,,
Трансформация земли,https://www.youtube.com/watch?v=1zzgNM9s5mg,"Какие изменения происходят на Земле и как можно подняться на борт корабля, чтобы избежать оставания в низких частотах?",https://docs.google.com/document/d/1Xf6zYnoLQNIHswAKbCQL7_KcycQelmt3bDHYyO9-P1Q/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1VmqU5BIoWk7UWmg6xKUd7LH4mA4LQbkdQtp1KV_v3M0/edit?usp=drivesdk,4/3/2020,,,
Как приободрить другого человека,https://www.youtube.com/watch?v=tFx1QFYWCYI,"Как сохранить симпатию и эмпатию, когда призываешь кого-то приободриться, несмотря на его болезненное состояние?",https://docs.google.com/document/d/1ngE6L8ZZGcxZ75xLjeD-noOM_tn6O5uv_UGyQL91uBc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1d7w47IJ_HTsWLm3mEJL34yl4u3NY5aJKGo5t-qSIfAc/edit?usp=drivesdk,3/31/2020,,,
Противопоказания к употреблению Аяваски,https://www.youtube.com/watch?v=_BsCV4xpwok,Какие противопоказания к употреблению Аяваски следует учитывать?,https://docs.google.com/document/d/1NPT_QoiBrfuZbRrKwe46RxzvOsZiJfbykFCNeKjH3OI/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1cdRLjkwgYcOUsLJZWhic7U_2Cp7erf8vO7QFkul9uwU/edit?usp=drivesdk,3/31/2020,Шкарубо Лена,,
Откуда люди узнали про Аяуаску,https://www.youtube.com/watch?v=eCP2s4T9xRo,Как люди изучили и использовали информацию из универсальной библиотеки и универсального знания для нахождения исцеления с помощью растений и как мы потеряли эту чувствительность к природе и знанию?,https://docs.google.com/document/d/1DiGJDWJUIHUiR8Xdglg6Ts0XOfazF4dMZCBNDzTsjLs/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1ap8l42u4IfOj0-RgMADHoqVcIj_XFE_33nF3rQxt7fY/edit?usp=drivesdk,3/31/2020,Шкарубо Лена,,
Мода и индивидуальная синхрония с растением,https://www.youtube.com/watch?v=etFlCy78e4Y,Какие растения помогают нам быть синхроничными с Вселенной и как избегать фанатизма в их использовании?,https://docs.google.com/document/d/1utF8n7LLLG9tERsCBt5Mz3Yt5qJ-HohlZTMFQPlvy8Y/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1nHlIOM3koNRxFjfIzdYSS_WQa68IUphe3nIZY3j7QEw/edit?usp=drivesdk,3/31/2020,,,
Причины нарушения памяти,https://www.youtube.com/watch?v=3ii59OZjy9k,"Какие причины нарушения памяти могут быть, включая воздействие марихуаны, и как можно исправить это с помощью работы с Христианом?",https://docs.google.com/document/d/1tFPIkV2r8eoPldh4JUkCe3aUX5L0ySFhb2I-KvDEeK0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1eSscNtQy4i5jJFDPIJ1c7BVuVDgUf5aZxi5S_WkUitU/edit?usp=drivesdk,3/30/2020,,,
Влияние рода,https://www.youtube.com/watch?v=nwGJI249YB8,Как влияет наше происхождение на нас и какие энергетические наследия передаются от предков?,https://docs.google.com/document/d/1eG4VbmakA7vSNlEAOVgjbrKrkxBt96KspSJ2H1tFMoI/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1tJ1icwPXbm2ebuioH92RG8BUtCE46u9lP588UAHLua0/edit?usp=drivesdk,3/30/2020,Шкарубо Лена,,
Традиционный чай из Аяваски,https://www.youtube.com/watch?v=9YnFNzKf2_I,Какова уникальность и важность традиционного чая из Аяваски и как его правильно употреблять?,https://docs.google.com/document/d/1Pmi59WHolS2umQGsxTPQov82RDQ9L8aj_KLba7DSCtw/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1dKvhRPVg5aLNbAcX4fd50ARI0QElIbLTxQH4ls9uUJQ/edit?usp=drivesdk,3/29/2020,Алина,,
Как относиться к политической ситуации,https://www.youtube.com/watch?v=yZ-zgaYmwXk,Как относиться к политической ситуации и какие действия можно предпринять для изменений внутри себя и в обществе в целом?,https://docs.google.com/document/d/1k9INaJteIX15r4Hvx73ZW4G8q4OetQspwRzHCvhk1E0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1QDIdH4cQesWf6oEy5puvUet_ZTxXrc496c3NO0THUUM/edit?usp=drivesdk,3/29/2020,,,
Отношение к деньгам и долгам,https://www.youtube.com/watch?v=qAxTDGtcnHI,Как правильно относиться к деньгам и долгам?,https://docs.google.com/document/d/1wr7x84Su5ioLrLnmQZTyVL3txUFwBYT9dFtnoZPpAkw/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1Vrhy_MM1JRKbnwVpatfoLE1NMr_rIMrDj3NMw15Nx0Y/edit?usp=drivesdk,3/29/2020,Шкарубо Лена,,
От чего зависят видения в церемониях с Аяваской,https://www.youtube.com/watch?v=HxpuLlYWTCE,От чего зависят видения в церемониях с Аяваской и зачем они нужны?,https://docs.google.com/document/d/1B0XlNCVCQASDZD5PLgzt_kEpUukGI0SEuSOeDXPMwVI/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1tM0rmuiaeLgVXRXLLnpKYO5zYJM9x8GSvmc0qecNNaY/edit?usp=drivesdk,3/28/2020,Шкарубо Лена,,
Невежество и хаос современного мира,https://www.youtube.com/watch?v=Nv7OGzhJkKU,Основной вопрос текста: Может ли современный мир изменить свои уничтожительные практики и вернуть гармонию с природой?,https://docs.google.com/document/d/1kiKVRJzfklTBMUB3-lCs6nwWM-6SUwS9hhF2MKz_Tsk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1ipe9SxkpxrhG32HpZl0rqxQDEee5f4Tm029azpJd2Is/edit?usp=drivesdk,3/25/2020,,,
Работа терапевта с пациентами,https://www.youtube.com/watch?v=eV7X_RMVLTM,Как работать с чувством неприятия и любви к разным людям в терапии и как изменить фанатизм в оказании помощи на служение?,https://docs.google.com/document/d/1eYCDQA3s9JrQnsKRru68_FxpcMqzVE-0JdPGBtyeE58/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/19Yz2L4fstU_cRPubeeIyjBr9NyxwV_es0WzmmBzhlnw/edit?usp=drivesdk,3/23/2020,,,
Гармония в паре. Любовь. Сексуальные отношения,https://www.youtube.com/watch?v=i9oM7CFkgMw,"Как достигнуть гармонии в отношениях и в поиске партнера для жизни, основываясь на особой вибрации и энергии, которая проявляется во време сексуальных отношений?",https://docs.google.com/document/d/1ycnbngMqJ1hvHB-6tn4Fryerxfy4PceMSKleYmJtfzI/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1v1toEi-bL6nIB16rAkdd8cMwuLaYCRQ-FNXBW1D3d8s/edit?usp=drivesdk,3/23/2020,Алина,,
Принятие жизни с инвалидностью,https://www.youtube.com/watch?v=GBvuMO5JYkg,Как принимать жизнь с инвалидностью и как использовать её в качестве благословения для окружающих?,https://docs.google.com/document/d/1PCwzQDZSdnxVMsPgaEa4WG7OZvpDh4IYmcbf75f3piA/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Uj_wHW3YoTxc8sSVfs19e8hJ-OXTJiYrBC4yarPQhfo/edit?usp=drivesdk,3/22/2020,,,
Песчинка во вселенной. Циклы,https://www.youtube.com/watch?v=e2uhoHqy1vU,Как эволюция и цикличность нашего существования влияют на баланс вселенной?,https://docs.google.com/document/d/1Jd9-NKGdVa-eGP1dxSKkVTyaf4e7jWpEjq77TeoY2z8/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1lWLOaRsEvMOIwr3xihT0ruBYYsUAJu-Epi15n4B7MM0/edit?usp=drivesdk,3/21/2020,,,
Энергетические меридианы. Разнообразие культур,https://www.youtube.com/watch?v=v5zBV5nl_po,Как многообразие культур и традиций влияет на восприятие и понимание энергетических меридианов?,https://docs.google.com/document/d/1IwtKT63mYZEOZzPzHGA9uh-aCdblM_pYaBwjHEZd81E/edit?usp=drivesdk,Done,Целительство и Энергетические практики,https://docs.google.com/document/d/1X-XKfZjFZwthzNVbfKrE37mZ6pWCxWwL1vsIOOEMK9M/edit?usp=drivesdk,3/19/2020,Алина,,
Гороскопы. Хиромантия. Иридодиагностика,https://www.youtube.com/watch?v=8dE4VSrSyTU,"Каково влияние гороскопов и других методов диагностики на нашу жизнь, и могут ли они быть использованы для понимания сакральности или же они лишь просто игра ума?",https://docs.google.com/document/d/1sc98YzRgxR1k_lRwxLkwDqV5s15jfASOx20S2Zoa3FE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1JMmgNUzWW7AED9TmeWQJI65TCp45urHYqUUDE-Kpdp8/edit?usp=drivesdk,3/19/2020,,,
Что такое свобода выбора,https://www.youtube.com/watch?v=BhSALIw5-a8,Основной вопрос текста: Что такое свобода выбора?,https://docs.google.com/document/d/1t1Txu9fVVjNXg2pFGZxZx8iDlmEarhC1UlLh2cLI6tQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1FCix3BO3KE7qFY-e1xAlQdw5bcqAjihw0YKyozUBE1o/edit?usp=drivesdk,3/19/2020,,,
Про Йогу и физические упражнения,https://www.youtube.com/watch?v=srrm5pw4sw8,Основной вопрос текста: Каким образом растяжка и физические упражнения влияют на психическое и эмоциональное состояние человека?,https://docs.google.com/document/d/1GOwUyJ5pw8c79xmqKdRtt5lP0wBwJaceQxFnpAZ9XU4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1EKQobpUdxH6z3tPejwJtwdEW6YECVtWO5_jbrvuLTX8/edit?usp=drivesdk,3/18/2020,,,
Периодическая очистка организма. Голодание,https://www.youtube.com/watch?v=0iApKwKlaTg,Какие противопаразитарные продукты существуют в мире?,https://docs.google.com/document/d/1srgokJVgffu0PHgUastKVX38bR6_GHBnp8lkdtNiKpk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1fdkPZtQ6t5shBAqRrcDAd0-SUma67UwrljQvRnJRxvg/edit?usp=drivesdk,3/18/2020,,,
Виденье будущего и разочарования,https://www.youtube.com/watch?v=JIU8s6K2k0o,"Какой вопрос возникает при видении будущего и разочарования, связанных с ожиданиями и внутренним импульсом?",https://docs.google.com/document/d/1ymnTs_fx866CasZTdUHYC3z9zuIdrD2dLFeQcd4uD7Q/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1dynj-BkmBGCkl8Bz3SxUtn4q-vl4GwnbdOrqQztaVXM/edit?usp=drivesdk,3/17/2020,,,
Духовные мускулы,https://www.youtube.com/watch?v=QA7FK2vfJ6o,"Как можно укрепить духовные мускулы и как успокоить ум, избегая избыточного количества мыслей в голове?",https://docs.google.com/document/d/1aO3TlWGmGiwfA8ISM3IoVAfDVTjnTJnTmOf4cnLgXo4/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1o07mRaSj0DxEAxAdQFng-fhOyhb-dgaC9v20GWTOxGM/edit?usp=drivesdk,3/16/2020,Алина,,
Как распознать свои мысли и прийти к ясности,https://www.youtube.com/watch?v=5FGeGrTfu_4,Как распознать свои мысли и прийти к ясности?,https://docs.google.com/document/d/13CiaQI1dQdlQ3AjvXn4Pxhjq8h_IXrxgVBprrWy4v-o/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/126kutBQa8WG50EVhNuZRumqoAMiNPrUZUdmR8mXpZzw/edit?usp=drivesdk,3/16/2020,Алина,,
Искусственное зачатие детей и чайлдфри мода,https://www.youtube.com/watch?v=nznKkv8rsnM,Какие аспекты следует учитывать при принятии решения об искусственном зачатии детей и влияет ли этот процесс на энергетику человека и его окружающего мира?,https://docs.google.com/document/d/1B7ISR-DiwhrYIypOs1LD_0Y19INE4OZQP_8sfhG4eHs/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1cudr-qbxTLFpnBE01v4Zv4F8UrvsrMxCIz_r_OtvFYQ/edit?usp=drivesdk,3/16/2020,,,
Как сохранить чистоту,https://www.youtube.com/watch?v=evYv-k2l-l8,"Как сохранить чистоту и оставаться в позитивном состоянии в условиях жизни, наполненной ""дождем из какашек""?",https://docs.google.com/document/d/19IUcE6iNA_WnM6UxtfEFpH91LFmI_X7rievIE6KbHbE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1h_pPm54z3VFPCCQHksMDvE7VIXGHZ7U5Gp8AWlnlkV4/edit?usp=drivesdk,3/16/2020,,,
Диета с Дурманом. Легенда об Дикуте,https://www.youtube.com/watch?v=fcOMFkBm9lE,Какие последствия имеет диета с Дурманом на физическом и энергетическом уровнях и зачем она нужна?,https://docs.google.com/document/d/1a77D9vEecOei7o9OSx9rxPDLStq1krPP6H7vyOPh3LU/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1ub73XTeDsaincoslmlb7CKsnWkeGWU6kaKcuVkOba4Q/edit?usp=drivesdk,3/13/2020,,,
Что такое простая жизнь и служение,https://www.youtube.com/watch?v=Olte4JVaAE0,"Основной вопрос текста: Что такое простая жизнь и служение, и как можно воплотить свою сакральность в повседневной деятельности?",https://docs.google.com/document/d/1NVm4DoYiGe97rBnyQZBo6LIVy50uplsE4cw5z7AhUS0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1wUnoOihGPlAzpyoaHKtOg2QicKQUaXyDzzwpLvY0epk/edit?usp=drivesdk,3/13/2020,,,
Что такое сны,https://www.youtube.com/watch?v=nRo30RL2jFo,Каково значение снов и как они связаны с сакральностью жизни человека?,https://docs.google.com/document/d/1qSGAUyikSWncZYwACJOmnxas_tp1zXBAtOHrByNrsOI/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1x3LJ5sthFZ5ubUkXn6lAmDz5xuZey3w9HdblOLRS0T4/edit?usp=drivesdk,3/13/2020,Шкарубо Лена,,
Что нас ждет после смерти,https://www.youtube.com/watch?v=2oYLcVkqh4k,Основной вопрос текста: Что нас ожидает после смерти и нужно ли думать о ней во время жизни?,https://docs.google.com/document/d/1sGOlJJ2bTOw0ldSfs_2B-Z75t07AGgF5Kz70gIQfrJ0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1FgYBy3-yRls-XIEpTvI-4f6WsvCZ4NEW7CAHlU1Eryw/edit?usp=drivesdk,3/13/2020,,,
Про пирсинг,https://www.youtube.com/watch?v=oTD-9-1a-6A,"Основной вопрос в тексте: ""Какие влияния имеет пирсинг на наше энергетическое и нервное состояние?""",https://docs.google.com/document/d/1EQLzDT1o0602nsNp60ytpawU_u0BwMW8tMIJv1LbnRc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1vaGBegZs3zvH6XB86oXmFuZYIBTxNpz_1kZekWH3Wmc/edit?usp=drivesdk,3/13/2020,,,
Иммунитет. Лечение Онкологии. Коронавирус,https://www.youtube.com/watch?v=2GSoUyAskS0,"Какие факторы влияют на иммунитет и какие причины рака с точки зрения духовной, психологической и физиологической?",https://docs.google.com/document/d/1mXRdWNoC-xOdQ-HkmqvCfhc475GHJouRhtqBzRXE3h4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12lmA1baOeO-RuLI06FkvrZ1nMDN7vb84b3ycKYs5dgY/edit?usp=drivesdk,3/12/2020,,,
Вселенская структура,https://www.youtube.com/watch?v=Qsy2_Ws0KB0,Какой оригин человеческий?,https://docs.google.com/document/d/1nStNVcQutleZgCEzLCmYrZSJ38cawKQu5rrw8ShMY6c/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1xYK29qKIzOHl3GwpNR64u8RPOx_Z1mQsaklX1mGW3cQ/edit?usp=drivesdk,3/11/2020,Алина,,
"Что такое сознание? Баланс между Умом, Телом и Душой",https://www.youtube.com/watch?v=qq_d2ildJ6o,"Основной вопрос текста: Что такое сознание и как достичь баланса между Умом, Телом и Душой?",https://docs.google.com/document/d/1C_fPEVBv350TEeYQt_v9RvLnbgnJ0IhT5xvn95Ll9Eg/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1dXF2WX2cEXWWhhpL-fLYKfJnqavPDQAcXOiQEf-fx_8/edit?usp=drivesdk,3/11/2020,Алина,,
Нужен ли шаман в церемониях с Аяваской,https://www.youtube.com/watch?v=Ttukk0cglXA,"Как важен шаман или специалист, проводящий церемонию Айвазки, и нужно ли особое сопровождение для безопасности и энергетической поддержки участников?",https://docs.google.com/document/d/17_1Zr3m993k-FKgoVLv5KWxX45G3oa73ErYtSQf0peM/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1JT2j1n_ZwYWMuI8qHXcZJqSK1rGom4otEEsz8yVkxp0/edit?usp=drivesdk,3/9/2020,Алина,,
Рекомендации психологам,https://www.youtube.com/watch?v=JRMhITNvejs,"Какие психологические рекомендации можно дать людям, с учетом нелегальности использования Айваски в России?",https://docs.google.com/document/d/1mi8ZdMBX7iHtVo2LiwhNQejt6MH_pWsBokgVkfRg2dE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1jWsCX8no83-zyinF2FHkJTdsCr3uuFwC0G85-fPtfOM/edit?usp=drivesdk,3/8/2020,,,
Отношение к процессу с растениями,https://www.youtube.com/watch?v=SXfctEEqFrs,Как объяснить эмоциональные и ментальные качели после церемонии Айваски и зачем они нужны?,https://docs.google.com/document/d/1So5uuzc6eklAhCKAk85GVVDiYtfeFqbRiddm9igzs9w/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1i7ozPU5m_nxrJdiMF_9T9GdcjxIROeK6Jv6BePr0Kvc/edit?usp=drivesdk,3/8/2020,Шкарубо Лена,,
Почему свинина блокирует чакры. Низкие и высокие вибрации мяса,https://www.youtube.com/watch?v=Fj72_XyjO6g,Почему свинина блокирует чакры и какие вибрации мяса являются низкими и высокими?,https://docs.google.com/document/d/1qgS3NS4sccdR0K8MJxRTAuZprE-Y10reDP3g4V4n0gs/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1-FyRdRzcUgIYZ9bhb3hRGMSYhO4NFCR9pUnIo9I9fu4/edit?usp=drivesdk,3/7/2020,,,
Сколько времени работает растение после диеты,https://www.youtube.com/watch?v=JEy34t1f_xI,Основной вопрос текста - как долго действуют растения в теле после диеты и важно ли употребление сладостей и мучных продуктов?,https://docs.google.com/document/d/1DtjB_t7ec8jM7sb98sftER_aI3kqbDWBRpqSoyElO68/edit?usp=drivesdk,Done,"Растения Учителя и Процесс Диеты, Здоровье и Питание",https://docs.google.com/document/d/1RWcMIqUOI5elBdOVX1aA0DtcGjnksmY0k01QTaM18G0/edit?usp=drivesdk,3/6/2020,Шкарубо Лена,,
Зависимость от телефона,https://www.youtube.com/watch?v=EnbzbGk4L30,Вопрос о влиянии электроники на нашу жизнь и возможности защиты от негативного влияния.,https://docs.google.com/document/d/1spVJWYcF3eb4nlfj_c56QXaT9Q_zKB6aQgj_I66kYcI/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/176BCtlPST2iV3wHI8z-Ntv0zqbeGsdCMEcIKt9wPGcY/edit?usp=drivesdk,3/5/2020,,,
"Травмы, Негативные энергии, Чипы",https://www.youtube.com/watch?v=4sKxtkyBVPI,"Основной вопрос текста: Каковы основные различия между агрессивной энергией, травмами и чипами?",https://docs.google.com/document/d/1si0CJvJBVXetfMiZE3mw3LXUvp9Gp13XUxGmTlSvKm4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1C2HaUwMy4md1HyrMeHcVgu_b7bwrvU_05liqhUZ92pA/edit?usp=drivesdk,3/5/2020,,,
